sender_address,receiver_address,protocol,start,end,startOffset,endOffset,duration,sPackets,rPackets,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sBytesTotal,rBytesTotal,sLoad,rLoad,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacket,rInterPacket,sttl,rttl,sAckRate,rAckRate,sFinRate,rFinRate,sPshRate,rPshRate,sRstRate,rRstRate,sUrgRate,rUrgRate,sSynRate,rSynRate,sWin,rWin,sFragmentRate,rFragmentRate,label,raw_start_time,raw_end_time,event_time_seconds,event_end_seconds,event_time_hms,event_end_hms,proto_ARP,proto_IPV4-ModbusTCP,proto_IPV4-TCP,proto_IPV6-OTHER,label_id
192.168.0.100,192.168.0.22,IPV4-ModbusTCP,1777916198.433229,1777916198.433701,4.363726,4.364198,0.4374374374374374,0.4739739739739739,0.4734734734734734,0.4924924924924924,0.482982982982983,0.4994994994994995,0.509009009009009,0.4884884884884884,0.509009009009009,0.4739739739739739,0.4734734734734734,0.5635635635635636,0.577077077077077,0.4924924924924924,0.482982982982983,0.0,0.509009009009009,0.4884884884884884,0.509009009009009,0.4374374374374374,0.4244244244244244,0.2509803921568627,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495995995995996,0.4874874874874874,0.0,0.0,0,1777916198.433229,1777916198.433701,63398.43322896957,63398.43370103836,17:36:38.433,17:36:38.434,0,1,0,0,0
192.168.0.100,192.168.0.21,IPV4-ModbusTCP,1777916198.911481,1777916198.911881,4.841978,4.842378,0.2262262262262262,0.4739739739739739,0.4734734734734734,0.4924924924924924,0.482982982982983,0.4994994994994995,0.509009009009009,0.4884884884884884,0.509009009009009,0.4739739739739739,0.4734734734734734,0.7747747747747747,0.577077077077077,0.4924924924924924,0.482982982982983,0.0,0.509009009009009,0.4884884884884884,0.509009009009009,0.2262262262262262,0.4244244244244244,0.2509803921568627,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495995995995996,0.4874874874874874,0.0,0.0,0,1777916198.911481,1777916198.911881,63398.911480903625,63398.91188097,17:36:38.911,17:36:38.912,0,1,0,0,0
192.168.0.100,192.168.0.22,IPV4-ModbusTCP,1777916198.933906,1777916198.934399,4.864403,4.864896,0.4819819819819819,0.4739739739739739,0.4734734734734734,0.4924924924924924,0.482982982982983,0.4994994994994995,0.509009009009009,0.4884884884884884,0.509009009009009,0.4739739739739739,0.4734734734734734,0.5190190190190189,0.3178178178178178,0.4924924924924924,0.482982982982983,0.0,0.509009009009009,0.4884884884884884,0.509009009009009,0.4819819819819819,0.6836836836836837,0.2509803921568627,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495995995995996,0.4874874874874874,0.0,0.0,0,1777916198.933906,1777916198.934399,63398.93390607834,63398.93439888954,17:36:38.934,17:36:38.934,0,1,0,0,0
192.168.0.100,192.168.0.21,IPV4-ModbusTCP,1777916199.413003,1777916199.413358,5.3435,5.343855,0.082082082082082,0.4739739739739739,0.4734734734734734,0.4924924924924924,0.482982982982983,0.4994994994994995,0.509009009009009,0.4884884884884884,0.509009009009009,0.4739739739739739,0.4734734734734734,0.9189189189189187,0.7902902902902903,0.4924924924924924,0.482982982982983,0.0,0.509009009009009,0.4884884884884884,0.509009009009009,0.082082082082082,0.2112112112112112,0.2509803921568627,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495995995995996,0.4874874874874874,0.0,0.0,0,1777916199.413003,1777916199.413358,63399.41300296784,63399.4133579731,17:36:39.413,17:36:39.413,0,1,0,0,0
192.168.0.100,192.168.0.22,IPV4-ModbusTCP,1777916199.43527,1777916199.435788,5.365767,5.366285,0.5260260260260261,0.4739739739739739,0.4734734734734734,0.4924924924924924,0.482982982982983,0.4994994994994995,0.509009009009009,0.4884884884884884,0.509009009009009,0.4739739739739739,0.4734734734734734,0.474974974974975,0.4934934934934935,0.4924924924924924,0.482982982982983,0.0,0.509009009009009,0.4884884884884884,0.509009009009009,0.5255255255255256,0.508008008008008,0.2509803921568627,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495995995995996,0.4874874874874874,0.0,0.0,0,1777916199.43527,1777916199.435788,63399.43527007103,63399.43578791618,17:36:39.435,17:36:39.436,0,1,0,0,0
192.168.0.100,192.168.0.21,IPV4-ModbusTCP,1777916199.91381,1777916199.914677,5.844307,5.845174,0.7597597597597597,0.4739739739739739,0.4734734734734734,0.4924924924924924,0.482982982982983,0.4994994994994995,0.509009009009009,0.4884884884884884,0.509009009009009,0.4739739739739739,0.4734734734734734,0.241991126074171,0.4934934934934935,0.4924924924924924,0.482982982982983,0.0,0.509009009009009,0.4884884884884884,0.509009009009009,0.7587918929382421,0.508008008008008,0.2509803921568627,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495995995995996,0.4874874874874874,0.0,0.0,0,1777916199.91381,1777916199.914677,63399.913810014725,63399.91467690468,17:36:39.914,17:36:39.915,0,1,0,0,0
192.168.0.100,192.168.0.22,IPV4-ModbusTCP,1777916199.936119,1777916199.936521,5.866616,5.867018,0.2332332332332332,0.4739739739739739,0.4734734734734734,0.4924924924924924,0.482982982982983,0.4994994994994995,0.509009009009009,0.4884884884884884,0.509009009009009,0.4739739739739739,0.4734734734734734,0.7677677677677678,0.6746746746746746,0.4924924924924924,0.482982982982983,0.0,0.509009009009009,0.4884884884884884,0.509009009009009,0.2332332332332332,0.3263263263263263,0.2509803921568627,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495995995995996,0.4874874874874874,0.0,0.0,0,1777916199.936119,1777916199.936521,63399.93611907959,63399.936521053314,17:36:39.936,17:36:39.937,0,1,0,0,0
192.168.0.100,192.168.0.21,IPV4-ModbusTCP,1777916200.415708,1777916200.416196,6.346205,6.346693,0.4709709709709709,0.4739739739739739,0.4734734734734734,0.4924924924924924,0.482982982982983,0.4994994994994995,0.509009009009009,0.4884884884884884,0.509009009009009,0.4739739739739739,0.4734734734734734,0.53003003003003,0.2557557557557557,0.4924924924924924,0.482982982982983,0.0,0.509009009009009,0.4884884884884884,0.509009009009009,0.4709709709709709,0.7457457457457457,0.2509803921568627,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495995995995996,0.4874874874874874,0.0,0.0,0,1777916200.415708,1777916200.416196,63400.41570806503,63400.41619610786,17:36:40.416,17:36:40.416,0,1,0,0,0
192.168.0.100,192.168.0.22,IPV4-ModbusTCP,1777916200.436847,1777916200.437387,6.367344,6.367884,0.5585585585585585,0.4739739739739739,0.4734734734734734,0.4924924924924924,0.482982982982983,0.4994994994994995,0.509009009009009,0.4884884884884884,0.509009009009009,0.4739739739739739,0.4734734734734734,0.4424424424424424,0.3613613613613613,0.4924924924924924,0.482982982982983,0.0,0.509009009009009,0.4884884884884884,0.509009009009009,0.5585585585582582,0.6401401401401401,0.2509803921568627,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495995995995996,0.4874874874874874,0.0,0.0,0,1777916200.436847,1777916200.437387,63400.43684697151,63400.43738698959,17:36:40.437,17:36:40.437,0,1,0,0,0
192.168.0.100,192.168.0.21,IPV4-ModbusTCP,1777916200.917004,1777916200.917439,6.847501,6.847936,0.3368368368368368,0.4739739739739739,0.4734734734734734,0.4924924924924924,0.482982982982983,0.4994994994994995,0.509009009009009,0.4884884884884884,0.509009009009009,0.4739739739739739,0.4734734734734734,0.6641641641641641,0.4204204204204204,0.4924924924924924,0.482982982982983,0.0,0.509009009009009,0.4884884884884884,0.509009009009009,0.3373373373373373,0.5805805805805806,0.2509803921568627,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495995995995996,0.4874874874874874,0.0,0.0,0,1777916200.917004,1777916200.917439,63400.91700410843,63400.91743898392,17:36:40.917,17:36:40.917,0,1,0,0,0
192.168.0.100,192.168.0.22,IPV4-ModbusTCP,1777916200.938545,1777916200.939094,6.869042,6.869591,0.5710710710710711,0.4739739739739739,0.4734734734734734,0.4924924924924924,0.482982982982983,0.4994994994994995,0.509009009009009,0.4884884884884884,0.509009009009009,0.4739739739739739,0.4734734734734734,0.4304304304304304,0.1661661661661661,0.4924924924924924,0.482982982982983,0.0,0.509009009009009,0.4884884884884884,0.509009009009009,0.5705705705705706,0.8353353353353353,0.2509803921568627,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495995995995996,0.4874874874874874,0.0,0.0,0,1777916200.938545,1777916200.939094,63400.93854498863,63400.93909406662,17:36:40.939,17:36:40.939,0,1,0,0,0
192.168.0.100,192.168.0.21,IPV4-ModbusTCP,1777916201.418164,1777916201.41863,7.348661,7.349127,0.4239239239239239,0.4739739739739739,0.4734734734734734,0.4924924924924924,0.482982982982983,0.4994994994994995,0.509009009009009,0.4884884884884884,0.509009009009009,0.4739739739739739,0.4734734734734734,0.5775775775775776,0.3178178178178178,0.4924924924924924,0.482982982982983,0.0,0.509009009009009,0.4884884884884884,0.509009009009009,0.4234234234234234,0.6836836836836837,0.2509803921568627,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495995995995996,0.4874874874874874,0.0,0.0,0,1777916201.418164,1777916201.41863,63401.418164014816,63401.41862988472,17:36:41.418,17:36:41.419,0,1,0,0,0
192.168.0.100,192.168.0.22,IPV4-ModbusTCP,1777916201.439631,1777916201.440056,7.370128,7.370553,0.3103103103103103,0.4739739739739739,0.4734734734734734,0.4924924924924924,0.482982982982983,0.4994994994994995,0.509009009009009,0.4884884884884884,0.509009009009009,0.4739739739739739,0.4734734734734734,0.6906906906906907,0.4934934934934935,0.4924924924924924,0.482982982982983,0.0,0.509009009009009,0.4884884884884884,0.509009009009009,0.3103103103103103,0.508008008008008,0.2509803921568627,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495995995995996,0.4874874874874874,0.0,0.0,0,1777916201.439631,1777916201.440056,63401.43963098526,63401.44005608559,17:36:41.440,17:36:41.440,0,1,0,0,0
192.168.0.100,192.168.0.21,IPV4-ModbusTCP,1777916201.919333,1777916201.919883,7.84983,7.85038,0.5725725725725725,0.4739739739739739,0.4734734734734734,0.4924924924924924,0.482982982982983,0.4994994994994995,0.509009009009009,0.4884884884884884,0.509009009009009,0.4739739739739739,0.4734734734734734,0.4289289289289289,0.2842842842842842,0.4924924924924924,0.482982982982983,0.0,0.509009009009009,0.4884884884884884,0.509009009009009,0.572072072072072,0.7172172172172172,0.2509803921568627,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495995995995996,0.4874874874874874,0.0,0.0,0,1777916201.919333,1777916201.919883,63401.91933298111,63401.91988301277,17:36:41.919,17:36:41.920,0,1,0,0,0
192.168.0.100,192.168.0.22,IPV4-ModbusTCP,1777916201.940891,1777916201.941969,7.871388,7.872466,0.7946932307078559,0.4739739739739739,0.4734734734734734,0.4924924924924924,0.482982982982983,0.4994994994994995,0.509009009009009,0.4884884884884884,0.509009009009009,0.4739739739739739,0.4734734734734734,0.2063068419727471,0.4204204204204204,0.4924924924924924,0.482982982982983,0.0,0.509009009009009,0.4884884884884884,0.509009009009009,0.7942942942942943,0.5805805805805806,0.2509803921568627,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495995995995996,0.4874874874874874,0.0,0.0,0,1777916201.940891,1777916201.941969,63401.94089102745,63401.94196891785,17:36:41.941,17:36:41.942,0,1,0,0,0
192.168.0.100,192.168.0.21,IPV4-ModbusTCP,1777916202.420114,1777916202.4205,8.350611,8.350997,0.1781781781781781,0.4739739739739739,0.4734734734734734,0.4924924924924924,0.482982982982983,0.4994994994994995,0.509009009009009,0.4884884884884884,0.509009009009009,0.4739739739739739,0.4734734734734734,0.8228228228228228,0.7902902902902903,0.4924924924924924,0.482982982982983,0.0,0.509009009009009,0.4884884884884884,0.509009009009009,0.1781781781781781,0.2112112112112112,0.2509803921568627,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495995995995996,0.4874874874874874,0.0,0.0,0,1777916202.420114,1777916202.4205,63402.420114040375,63402.42050004005,17:36:42.420,17:36:42.421,0,1,0,0,0
192.168.0.100,192.168.0.22,IPV4-ModbusTCP,1777916202.44244,1777916202.443077,8.372937,8.373574,0.6576576576576576,0.4739739739739739,0.4734734734734734,0.4924924924924924,0.482982982982983,0.4994994994994995,0.509009009009009,0.4884884884884884,0.509009009009009,0.4739739739739739,0.4734734734734734,0.3433433433433433,0.4204204204204204,0.4924924924924924,0.482982982982983,0.0,0.509009009009009,0.4884884884884884,0.509009009009009,0.6571783050656291,0.5805805805805806,0.2509803921568627,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495995995995996,0.4874874874874874,0.0,0.0,0,1777916202.44244,1777916202.443077,63402.44244003296,63402.4430770874,17:36:42.442,17:36:42.443,0,1,0,0,0
192.168.0.100,192.168.0.21,IPV4-ModbusTCP,1777916202.921089,1777916202.921465,8.851586,8.851962,0.1431431431431431,0.4739739739739739,0.4734734734734734,0.4924924924924924,0.482982982982983,0.4994994994994995,0.509009009009009,0.4884884884884884,0.509009009009009,0.4739739739739739,0.4734734734734734,0.8578578578578578,0.7902902902902903,0.4924924924924924,0.482982982982983,0.0,0.509009009009009,0.4884884884884884,0.509009009009009,0.1431431431431431,0.2112112112112112,0.2509803921568627,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495995995995996,0.4874874874874874,0.0,0.0,0,1777916202.921089,1777916202.921465,63402.921088933945,63402.92146492005,17:36:42.921,17:36:42.921,0,1,0,0,0
192.168.0.100,192.168.0.22,IPV4-ModbusTCP,1777916202.943513,1777916202.944211,8.87401,8.874708,0.6961961961961962,0.4739739739739739,0.4734734734734734,0.4924924924924924,0.482982982982983,0.4994994994994995,0.509009009009009,0.4884884884884884,0.509009009009009,0.4739739739739739,0.4734734734734734,0.3053053053053053,0.2557557557557557,0.4924924924924924,0.482982982982983,0.0,0.509009009009009,0.4884884884884884,0.509009009009009,0.6956956956956957,0.7457457457457457,0.2509803921568627,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495995995995996,0.4874874874874874,0.0,0.0,0,1777916202.943513,1777916202.944211,63402.943512916565,63402.944211006165,17:36:42.944,17:36:42.944,0,1,0,0,0
192.168.0.100,192.168.0.21,IPV4-ModbusTCP,1777916203.422274,1777916203.422722,9.352771,9.353219,0.3758758758758759,0.4739739739739739,0.4734734734734734,0.4924924924924924,0.482982982982983,0.4994994994994995,0.509009009009009,0.4884884884884884,0.509009009009009,0.4739739739739739,0.4734734734734734,0.6251251251251251,0.577077077077077,0.4924924924924924,0.482982982982983,0.0,0.509009009009009,0.4884884884884884,0.509009009009009,0.3758758758758759,0.4244244244244244,0.2509803921568627,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495995995995996,0.4874874874874874,0.0,0.0,0,1777916203.422274,1777916203.422722,63403.4222741127,63403.42272210121,17:36:43.422,17:36:43.423,0,1,0,0,0
192.168.0.100,192.168.0.22,IPV4-ModbusTCP,1777916203.444688,1777916203.445044,9.375185,9.375541,0.0845845845845845,0.4739739739739739,0.4734734734734734,0.4924924924924924,0.482982982982983,0.4994994994994995,0.509009009009009,0.4884884884884884,0.509009009009009,0.4739739739739739,0.4734734734734734,0.915915915915916,0.965965965965966,0.4924924924924924,0.482982982982983,0.0,0.509009009009009,0.4884884884884884,0.509009009009009,0.0845845845845845,0.0355355355355355,0.2509803921568627,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495995995995996,0.4874874874874874,0.0,0.0,0,1777916203.444688,1777916203.445044,63403.44468808174,63403.44504404068,17:36:43.445,17:36:43.445,0,1,0,0,0
192.168.0.100,192.168.0.21,IPV4-ModbusTCP,1777916203.923877,1777916203.924271,9.854374,9.854768,0.2067067067067067,0.4739739739739739,0.4734734734734734,0.4924924924924924,0.482982982982983,0.4994994994994995,0.509009009009009,0.4884884884884884,0.509009009009009,0.4739739739739739,0.4734734734734734,0.7942942942942943,0.7902902902902903,0.4924924924924924,0.482982982982983,0.0,0.509009009009009,0.4884884884884884,0.509009009009009,0.2067067067067067,0.2112112112112112,0.2509803921568627,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495995995995996,0.4874874874874874,0.0,0.0,0,1777916203.923877,1777916203.924271,63403.92387700081,63403.92427110672,17:36:43.924,17:36:43.924,0,1,0,0,0
192.168.0.100,192.168.0.22,IPV4-ModbusTCP,1777916203.94597,1777916203.946778,9.876467,9.877275,0.742992992992993,0.4739739739739739,0.4734734734734734,0.4924924924924924,0.482982982982983,0.4994994994994995,0.509009009009009,0.4884884884884884,0.509009009009009,0.4739739739739739,0.4734734734734734,0.2581601630026243,0.2307307307307307,0.4924924924924924,0.482982982982983,0.0,0.509009009009009,0.4884884884884884,0.509009009009009,0.7425567376667773,0.7707707707707707,0.2509803921568627,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495995995995996,0.4874874874874874,0.0,0.0,0,1777916203.94597,1777916203.946778,63403.94597005844,63403.946778059006,17:36:43.946,17:36:43.947,0,1,0,0,0
